yf_ticker,ticker,name,sector_wiki,country,suffix,index,market_cap,sector_yf,industry,currency,exchange,avg_volume,free_float,shares_outstanding,sector_final,adv_60d,history_days
EWI.L,EWI,Edinburgh Worldwide Investment Trust,Investment Trusts,UK,.L,FTSE_250,786886720.0,,,GBp,LSE,1117105.0,,345884292.0,Investment Trusts,250170426.16666666,5382
FAN.L,FAN,Volution Group,Construction & Materials,UK,.L,FTSE_250,1247622144.0,Industrials,Building Products & Equipment,GBp,LSE,584694.0,197063043.0,198035249.0,Industrials,375050498.1,2986
FCSS.L,FCSS,Fidelity China Special Situations,Investment Trusts,UK,.L,FTSE_250,1336978944.0,,,GBp,LSE,893872.0,,461027215.0,Investment Trusts,277377388.025,4037
FGP.L,FGP,FirstGroup,Travel & Leisure,UK,.L,FTSE_250,946674560.0,Industrials,Railroads,GBp,LSE,1042546.0,487016404.0,543129407.0,Industrials,189452730.5983256,5382
FGT.L,FGT,Finsbury Growth & Income Trust,Equity Investments,UK,.L,FTSE_250,802175488.0,,,GBp,LSE,738134.0,,109586815.0,Equity Investments,563647330.7833333,5382
FOUR.L,FOUR,4imprint,Media,UK,.L,FTSE_250,1023104384.0,Communication Services,Advertising Agencies,GBp,LSE,85088.0,27613865.0,28082714.0,Communication Services,329347102.65,5382
FSV.L,FSV,Fidelity Special Values,Investment Trusts,UK,.L,FTSE_250,1376861184.0,,,GBp,LSE,823840.0,,324348920.0,Investment Trusts,348316891.90833336,5382
GAMA.L,GAMA,Gamma Communications,Telecommunications,UK,.L,FTSE_250,752076800.0,Communication Services,Telecom Services,GBp,LSE,684095.0,91545928.0,90986789.0,Communication Services,578260319.8616455,2905
GBG.L,GBG,GB Group,Software and Computer Services,UK,.L,FTSE_250,436567936.0,Technology,Software - Application,GBp,LSE,1717410.0,246675013.0,232662111.0,Technology,352190810.725926,5382
GDWN.L,GDWN,Goodwin,General Industrials,UK,.L,FTSE_250,972312768.0,Industrials,Specialty Industrial Machinery,GBp,LSE,15556.0,2995655.0,7631968.0,Industrials,293441973.1666667,5382
GEN.L,GEN,Genuit Group,Construction & Materials,UK,.L,FTSE_250,758696768.0,Industrials,Building Products & Equipment,GBp,LSE,1079970.0,247211411.0,251224094.0,Industrials,358395604.73284453,3030
GFRD.L,GFRD,Galliford Try,Construction,UK,.L,FTSE_250,510875680.0,Industrials,Engineering & Construction,GBp,LSE,291816.0,95158442.0,98240074.0,Industrials,157282302.31666666,5382
GFTU.L,GFTU,Grafton Group,Support Services,UK,.L,FTSE_250,1773474176.0,Industrials,Industrial Distribution,GBp,LSE,519783.0,157287312.0,193146816.0,Industrials,469538157.46094155,5381
GNS.L,GNS,Genus,Pharmaceuticals & Biotechnology,UK,.L,FTSE_250,1710804864.0,Healthcare,Biotechnology,GBp,LSE,186171.0,65074547.0,66413228.0,Healthcare,526847446.71666664,5382
GRG.L,GRG,Greggs,Food & Drug Retailers,UK,.L,FTSE_250,1643168128.0,Consumer Cyclical,Restaurants,GBp,LSE,507105.0,100486503.0,101838742.0,Consumer Cyclical,823984865.45,5382
GSCT.L,GSCT,Global Smaller Companies Trust,Investment Trusts,UK,.L,FTSE_250,777710976.0,,,GBp,LSE,605313.0,,419477357.0,Investment Trusts,110611219.3474706,5382
HAS.L,HAS,Hays,Support Services,UK,.L,FTSE_250,483818592.0,Industrials,Staffing & Employment Services,GBp,LSE,5007827.0,1472543874.0,1598871698.0,Industrials,200314799.10630053,5382
HFG.L,HFG,Hilton Food Group,Food Producers,UK,.L,FTSE_250,476765280.0,Consumer Defensive,Packaged Foods,GBp,LSE,272218.0,79247749.0,89955713.0,Consumer Defensive,138050403.84166667,4862
HGT.L,HGT,Hg Capital Trust,Investment Trusts,UK,.L,FTSE_250,1674131968.0,,,GBp,LSE,2020809.0,,453694303.0,Investment Trusts,878368810.2166667,5382
HILS.L,HILS,Hill & Smith,Industrial Engineering,UK,.L,FTSE_250,1826617600.0,Industrials,Engineering & Construction,GBp,LSE,188968.0,79128742.0,78719334.0,Industrials,420313545.0833333,5382
HRI.L,HRI,Herald Investment Trust,Investment Trusts,UK,.L,FTSE_250,1251499008.0,,,GBp,LSE,124739.0,,47858467.0,Investment Trusts,314854231.8333333,5382
HSL.L,HSL,Henderson Smaller Companies Investment Trust,Investment Trusts,UK,.L,FTSE_250,484685088.0,,,GBp,LSE,178081.0,,56954769.0,Investment Trusts,157503042.98333332,5382
HTG.L,HTG,Hunting,"Oil, Gas and Coal",UK,.L,FTSE_250,717742656.0,Energy,Oil & Gas Equipment & Services,GBp,LSE,633653.0,105364325.0,146577909.0,Energy,308215122.4916667,5382
IAD.L,IAD,Invesco Asia Dragon Trust,Investment Trusts,UK,.L,FTSE_250,868512896.0,,,GBp,LSE,376179.0,,201745151.0,Investment Trusts,164849522.13333333,5382
IBST.L,IBST,Ibstock,Construction & Materials,UK,.L,FTSE_250,429644544.0,Basic Materials,Building Materials,GBp,LSE,1564507.0,348505164.0,394893894.0,Basic Materials,188241489.7359374,2644
ICGT.L,ICGT,ICG Enterprise Trust,Investment Trusts,UK,.L,FTSE_250,827320064.0,,,GBp,LSE,84711.0,,61465086.0,Investment Trusts,121906823.23333333,5382
IEM.L,IEM,Impax Environmental Markets,Investment Trusts,UK,.L,FTSE_250,840662720.0,,,GBp,LSE,1022376.0,,190410579.0,Investment Trusts,437677607.05833334,5382
JAM.L,JAM,JPMorgan American Investment Trust,Investment Trusts,UK,.L,FTSE_250,1864343552.0,,,GBp,LSE,338144.0,,166757018.0,Investment Trusts,378717015.7,5382
JDW.L,JDW,Wetherspoon (J D),Travel & Leisure,UK,.L,FTSE_250,663001536.0,Consumer Cyclical,Restaurants,GBp,LSE,344561.0,61722970.0,105405650.0,Consumer Cyclical,220907949.31666666,5382
JEDT.L,JEDT,JPMorgan European Discovery,Investment Trusts,UK,.L,FTSE_250,570434688.0,,,GBp,LSE,159463.0,,92303345.0,Investment Trusts,97140775.43333334,5382
JEGI.L,JEGI,JPMorgan European Growth & Income,Investment Trusts,UK,.L,FTSE_250,608207296.0,,,GBp,LSE,1419435.0,,422366188.0,Investment Trusts,198314545.11436334,5382
JEMI.L,JEMI,JPMorgan Emerging Markets Dividend Income,Investment Trusts,UK,.L,FTSE_250,486308160.0,,,GBp,LSE,774343.0,,262869285.0,Investment Trusts,144598501.25,3966
JII.L,JII,JPMorgan India Growth & Income,Investment Trusts,UK,.L,FTSE_250,459375936.0,,,GBp,LSE,,,45322880.0,Investment Trusts,74238853.9,5382
JSG.L,JSG,Johnson Service Group,Industrial Support Services,UK,.L,FTSE_250,509277152.0,Industrials,Specialty Business Services,GBp,LSE,1105546.0,337501833.0,379491179.0,Industrials,153167862.2173935,5382
KIE.L,KIE,Kier Group,Construction & Materials,UK,.L,FTSE_250,914626816.0,Industrials,Engineering & Construction,GBp,LSE,1366858.0,409476122.0,437620469.0,Industrials,305600251.5799049,5382
KLR.L,KLR,Keller Group,Construction & Materials,UK,.L,FTSE_250,1488687232.0,Industrials,Engineering & Construction,GBp,LSE,188075.0,67295294.0,69252564.0,Industrials,375252661.3666667,5382
KNOS.L,KNOS,Kainos,Software & Computer Services,UK,.L,FTSE_250,881387200.0,Technology,Software - Application,GBp,LSE,500164.0,79057797.0,116930494.0,Technology,397996182.43333334,2717
LWDB.L,LWDB,Law Debenture,Investment Trusts,UK,.L,FTSE_250,1499569536.0,,,GBp,LSE,220100.0,,133114987.0,Investment Trusts,249213811.26666668,5382
MAB.L,MAB,Mitchells & Butlers,Travel & Leisure,UK,.L,FTSE_250,1587737600.0,Consumer Cyclical,Restaurants,GBp,LSE,674266.0,245203376.0,593546766.0,Consumer Cyclical,192651439.54166666,5382
MEGP.L,MEGP,ME Group International,Leisure Goods,UK,.L,FTSE_250,545373888.0,Industrials,Business Equipment & Supplies,GBp,LSE,1153201.0,228764361.0,376492294.0,Industrials,112370610.42208761,5382
MGAM.L,MGAM,Morgan Advanced Materials,Electronic & Electrical Equipment,UK,.L,FTSE_250,590145600.0,Industrials,Specialty Industrial Machinery,GBp,LSE,1046743.0,253957772.0,276414792.0,Industrials,237149166.02174023,5382
MONY.L,MONY,MONY Group,Media,UK,.L,FTSE_250,844894528.0,Communication Services,Internet Content & Information,GBp,LSE,2340923.0,516537942.0,521539835.0,Communication Services,385571449.31162316,4727
MOON.L,MOON,Moonpig,Retailers,UK,.L,FTSE_250,669418624.0,Consumer Cyclical,Specialty Retail,GBp,LSE,1002437.0,308764917.0,305982619.0,Consumer Cyclical,212748966.28358763,1309
MRC.L,MRC,Mercantile Investment Trust,Collective Investments,UK,.L,FTSE_250,1687441024.0,,,GBp,LSE,2208824.0,,661741638.0,Collective Investments,568654872.1416667,5382
MRCH.L,MRCH,Merchants Trust,Investment Trusts,UK,.L,FTSE_250,913847424.0,,,GBp,LSE,280560.0,,147632870.0,Investment Trusts,175400820.23333332,5382
MSLH.L,MSLH,Marshalls,Construction & Materials,UK,.L,FTSE_250,368458880.0,Basic Materials,Building Materials,GBp,LSE,1482984.0,227043418.0,252888724.0,Basic Materials,238717521.15397745,5382
MUT.L,MUT,Murray Income Trust,Investment Trusts,UK,.L,FTSE_250,893342656.0,,,GBp,LSE,232975.0,,94333684.0,Investment Trusts,218232399.16666666,5382
NAS.L,NAS,North Atlantic Smaller Companies Investment Trust,Investment Trusts,UK,.L,FTSE_250,451169728.0,,,GBp,LSE,129079.0,,129100000.0,Investment Trusts,45861130.7,5382
NCC.L,NCC,NCC Group,Software and Computer Services,UK,.L,FTSE_250,325123168.0,Technology,Software - Infrastructure,GBp,LSE,2182031.0,225449175.0,279414054.0,Technology,282876159.493034,5382
OCDO.L,OCDO,Ocado Group,Food & drug retailers,UK,.L,FTSE_250,1559508608.0,Consumer Defensive,Grocery Stores,GBp,LSE,2878762.0,394024190.0,831294550.0,Consumer Defensive,622270782.8705094,3972
ONT.L,ONT,Oxford Nanopore Technologies,Health Care,UK,.L,FTSE_250,1049590656.0,Healthcare,Biotechnology,GBp,LSE,1807101.0,401332431.0,967364692.0,Healthcare,240760796.96300545,1142
OXB.L,OXB,Oxford Biomedica,Pharmaceuticals and Biotechnology,UK,.L,FTSE_250,684291456.0,Healthcare,Biotechnology,GBp,LSE,364540.0,60791871.0,120899550.0,Healthcare,263608304.83333334,5382
OXIG.L,OXIG,Oxford Instruments,Electronic & Electrical Equipment,UK,.L,"FTSE_250,UK_Mid",1462975744.0,Technology,Scientific & Technical Instruments,GBp,LSE,214837.0,55851498.0,55335057.0,Technology,551896924.3166667,5382
PAGE.L,PAGE,PageGroup,Support Services,UK,.L,FTSE_250,427028288.0,Industrials,Staffing & Employment Services,GBp,LSE,1211628.0,289500711.0,313330589.0,Industrials,187432638.00771484,5382
PCGH.L,PCGH,Polar Capital Global Healthcare Trust,Investment Trusts,UK,.L,FTSE_250,388517152.0,,,GBp,LSE,352909.0,,99365000.0,Investment Trusts,142385462.31666666,3998
PETS.L,PETS,Pets at Home,Retailers,UK,.L,FTSE_250,833369472.0,Consumer Cyclical,Specialty Retail,GBp,LSE,936080.0,421787550.0,442105778.0,Consumer Cyclical,186077344.9464531,3052
PFD.L,PFD,Premier Foods,Food & Drug Retailers,UK,.L,FTSE_250,1687146112.0,Consumer Defensive,Packaged Foods,GBp,LSE,1862914.0,633839188.0,861668065.0,Consumer Defensive,352905729.8635419,5382
PHI.L,PHI,Pacific Horizon Investment Trust,Investment Trusts,UK,.L,FTSE_250,766313984.0,,,GBp,LSE,168324.0,,82046467.0,Investment Trusts,153355328.68333334,5382
PIN.L,PIN,Pantheon International,Equity Investments,UK,.L,FTSE_250,1570020096.0,,,GBp,LSE,1015331.0,,426531663.0,Equity Investments,372550413.90833336,5382
PINT.L,PINT,Pantheon Infrastructure,Investment Trusts,UK,.L,FTSE_250,524860000.0,,,GBp,LSE,623382.0,,468625000.0,Investment Trusts,69398735.11816965,1109
PNL.L,PNL,Personal Assets Trust,Investment Trusts,UK,.L,FTSE_250,1677155072.0,,,GBp,LSE,573299.0,,312319372.0,Investment Trusts,310123404.18333334,5382
PPH.L,PPH,PPHE Hotel Group,Travel and Leisure,UK,.L,FTSE_250,709883264.0,Consumer Cyclical,Lodging,GBp,LSE,26375.0,18335163.0,41856324.0,Consumer Cyclical,47060673.53333333,5382
PTEC.L,PTEC,Playtech,Software & Computer Services,UK,.L,FTSE_250,1076480640.0,Consumer Cyclical,Gambling,GBp,LSE,1493590.0,211657005.0,282051310.0,Consumer Cyclical,507436094.84242505,5062
RHIM.L,RHIM,RHI Magnesita,Support Services,UK,.L,FTSE_250,1252053760.0,Industrials,Metal Fabrication,GBp,LSE,25168.0,16407575.0,47336625.0,Industrials,69296087.5,2134
RNK.L,RNK,Rank Group,Travel and Leisure,UK,.L,FTSE_250,426270880.0,Consumer Cyclical,Gambling,GBp,LSE,628901.0,181452960.0,468429541.0,Consumer Cyclical,57389182.45472336,5382
RPI.L,RPI,Raspberry Pi Holdings,Technology,UK,.L,FTSE_250,972345664.0,Technology,Electronic Components,GBp,LSE,1114179.0,75133104.0,193501635.0,Technology,412621352.66339874,465
SAIN.L,SAIN,Scottish American Investment Company,Investment Trusts,UK,.L,FTSE_250,811022080.0,,,GBp,LSE,376653.0,,159336374.0,Investment Trusts,195703195.275,5382
SDP.L,SDP,Schroder AsiaPacific Fund,Investment Trusts,UK,.L,FTSE_250,902570368.0,,,GBp,LSE,228955.0,,127842834.0,Investment Trusts,164122461.61666667,5382
SEIT.L,SEIT,SDCL Energy Efficiency Income Trust,Energy,UK,.L,FTSE_250,455876192.0,,,GBp,LSE,3672827.0,,1085419558.0,Energy,167799014.56326452,1850
SMWH.L,SMWH,W H Smith,Retailers,UK,.L,FTSE_250,758768000.0,Consumer Cyclical,Specialty Retail,GBp,LSE,520950.0,122078729.0,124694826.0,Consumer Cyclical,317061179.3833333,5382
SNR.L,SNR,Senior,Aerospace & Defence,UK,.L,FTSE_250,1190591872.0,Industrials,Aerospace & Defense,GBp,LSE,3712269.0,320776089.0,412086135.0,Industrials,1042288606.5833334,5382
SPI.L,SPI,Spire Healthcare,Health Care Equipment & Services,UK,.L,FTSE_250,610511040.0,Healthcare,Medical Care Facilities,GBp,LSE,1657068.0,176511394.0,400597780.0,Healthcare,292545758.5416962,2964
SSPG.L,SSPG,SSP Group,Retailers,UK,.L,FTSE_250,1484614912.0,Consumer Cyclical,Restaurants,GBp,LSE,3824224.0,777321429.0,779224434.0,Consumer Cyclical,676080670.8352587,2970
TATE.L,TATE,Tate & Lyle,Food Producers,UK,.L,FTSE_250,1586972544.0,Consumer Defensive,Packaged Foods,GBp,LSE,1835516.0,352212228.0,441684581.0,Consumer Defensive,677451921.1263636,5382
TEP.L,TEP,Telecom Plus,Telecomms,UK,.L,FTSE_250,1093990784.0,Utilities,Utilities - Diversified,GBp,LSE,214990.0,73246365.0,80087177.0,Utilities,290950851.96666664,5382
THG.L,THG,THG,Personal Products,UK,.L,FTSE_250,488502816.0,Consumer Cyclical,Internet Retail,GBp,LSE,5504172.0,517257235.0,1557725726.0,Consumer Cyclical,174833620.2514098,1405
THRG.L,THRG,BlackRock Throgmorton Trust,Equity Investments,UK,.L,FTSE_250,414184160.0,,,GBp,LSE,282709.0,,75033364.0,Equity Investments,175332263.13333333,5382
TMPL.L,TMPL,Temple Bar Investment Trust,Collective Investments,UK,.L,FTSE_250,1168726016.0,,,GBp,LSE,1125740.0,,298144378.0,Collective Investments,437447287.7416667,5382
TPK.L,TPK,Travis Perkins,Support Services,UK,.L,FTSE_250,1225495552.0,Industrials,Industrial Distribution,GBp,LSE,714985.0,209207037.0,211840211.0,Industrials,447949474.1,5382
TRIG.L,TRIG,The Renewables Infrastructure Group,Investment Trusts,UK,.L,FTSE_250,1634410368.0,Utilities,Utilities - Renewable,GBp,LSE,8182039.0,,2369848482.0,Utilities,550748220.2070252,3210
TRN.L,TRN,Trainline,Industrial Transportation,UK,.L,FTSE_250,870527872.0,Consumer Cyclical,Travel Services,GBp,LSE,2860678.0,394131402.0,367486252.0,Consumer Cyclical,592217235.7364998,1719
TRST.L,TRST,Trustpilot,Technology,UK,.L,FTSE_250,874267392.0,Technology,Software - Application,GBp,LSE,4167692.0,331943124.0,386750057.0,Technology,744832429.164635,1274
TRY.L,TRY,TR Property Investment Trust,Investment Trusts,UK,.L,FTSE_250,1020283392.0,,,GBp,LSE,831584.0,,317350980.0,Investment Trusts,271492953.8666667,5382
USA.L,USA,Baillie Gifford US Growth Trust,Investment Trusts,UK,.L,FTSE_250,826020224.0,,,GBp,LSE,640333.0,,276723700.0,Investment Trusts,185206568.125,2032
VCT.L,VCT,Victrex,Chemicals,UK,.L,FTSE_250,540166976.0,Basic Materials,Specialty Chemicals,GBp,LSE,304549.0,67442174.0,87123711.0,Basic Materials,202451794.1,5382
VEIL.L,VEIL,Vietnam Enterprise Investments,General Financial,UK,.L,FTSE_250,1033250304.0,,,GBp,LSE,215326.0,,138754569.0,General Financial,168611180.21666667,2468
VSVS.L,VSVS,Vesuvius,General Industrials,UK,.L,FTSE_250,1067023424.0,Basic Materials,Steel,GBp,LSE,536641.0,171154586.0,246198286.0,Basic Materials,242670126.09059754,5382
VTY.L,VTY,Vistry Group,Home Construction,UK,.L,FTSE_250,1081155200.0,Consumer Cyclical,Residential Construction,GBp,LSE,2244813.0,221024747.0,318112828.0,Consumer Cyclical,985053592.1401504,5382
WIX.L,WIX,Wickes,Retailers,UK,.L,FTSE_250,507105600.0,Consumer Cyclical,Home Improvement Retail,GBp,LSE,670795.0,211307321.0,222414739.0,Consumer Cyclical,149565176.49166667,1250
WIZZ.L,WIZZ,Wizz Air,Travel & Leisure,UK,.L,FTSE_250,1026852288.0,Industrials,Airlines,GBp,LSE,1145273.0,86719532.0,103461185.0,Industrials,1277438040.825,2810
WOSG.L,WOSG,Watches of Switzerland,Personal Goods,UK,.L,FTSE_250,1164002944.0,Consumer Cyclical,Luxury Goods,GBp,LSE,701159.0,217501252.0,231412113.0,Consumer Cyclical,349534718.28885853,1735
XPS.L,XPS,XPS Pensions,Financial Services,UK,.L,FTSE_250,619530176.0,Consumer Cyclical,Personal Services,GBp,LSE,804901.0,180385157.0,204465415.0,Consumer Cyclical,261631142.58333334,2310
ZIG.L,ZIG,Zigup,Support Services,UK,.L,FTSE_250,915907456.0,Industrials,Rental & Leasing Services,GBp,LSE,763018.0,212788476.0,227554635.0,Industrials,302098505.05833334,5382
